2.000000e+00 8.862791e-08 6.354888e-08 3.803800e-08 1.241848e-06 2.857678e-08 1.631775e-08 1.239140e-08 2.370852e-07 2.387493e-07 1.279593e-07 3.104047e-07 7.142729e-09 6.765099e-09 6.502933e-09
3.000000e+00 8.106021e-08 5.959329e-08 3.541229e-08 9.933458e-07 2.286134e-08 1.389260e-08 1.077417e-08 1.896316e-07 1.910116e-07 1.023829e-07 2.921400e-07 6.722996e-09 6.308732e-09 6.025528e-09
4.000000e+00 7.839575e-08 5.815479e-08 3.446476e-08 9.197370e-07 2.116916e-08 1.311412e-08 1.024055e-08 1.755937e-07 1.768834e-07 9.480879e-08 2.854235e-07 6.568562e-09 6.142964e-09 5.853649e-09
5.000000e+00 7.713921e-08 5.747093e-08 3.401384e-08 8.868855e-07 2.041481e-08 1.275773e-08 9.994005e-09 1.693459e-07 1.705929e-07 9.143317e-08 2.821830e-07 6.494392e-09 6.063695e-09 5.771716e-09
6.000000e+00 7.644844e-08 5.709724e-08 3.376559e-08 8.691530e-07 2.000830e-08 1.256357e-08 9.859224e-09 1.659848e-07 1.672130e-07 8.961581e-08 2.803658e-07 6.452759e-09 6.019338e-09 5.725964e-09
7.000000e+00 7.603170e-08 5.687635e-08 3.361650e-08 8.584329e-07 1.976318e-08 1.244610e-08 9.777649e-09 1.639643e-07 1.651857e-07 8.852220e-08 2.792448e-07 6.427333e-09 5.992253e-09 5.698039e-09
8.000000e+00 7.576424e-08 5.674043e-08 3.352212e-08 8.514385e-07 1.960379e-08 1.236987e-08 9.724813e-09 1.626551e-07 1.638794e-07 8.781375e-08 2.785043e-07 6.410515e-09 5.974378e-09 5.679633e-09
9.000000e+00 7.558560e-08 5.665625e-08 3.346071e-08 8.466165e-07 1.949443e-08 1.231792e-08 9.688960e-09 1.617616e-07 1.629955e-07 8.733057e-08 2.779912e-07 6.399071e-09 5.962196e-09 5.667081e-09
1.000000e+01 7.546316e-08 5.660589e-08 3.342056e-08 8.431501e-07 1.941627e-08 1.228126e-08 9.663829e-09 1.611270e-07 1.623770e-07 8.698848e-08 2.776211e-07 6.390807e-09 5.953425e-09 5.658057e-09
1.100000e+01 7.537832e-08 5.657902e-08 3.339493e-08 8.405752e-07 1.935866e-08 1.225473e-08 9.645838e-09 1.606632e-07 1.619347e-07 8.673974e-08 2.773469e-07 6.384866e-09 5.947103e-09 5.651542e-09
1.200000e+01 7.531956e-08 5.656931e-08 3.337968e-08 8.386114e-07 1.931513e-08 1.223522e-08 9.632807e-09 1.603163e-07 1.616148e-07 8.655542e-08 2.771384e-07 6.380346e-09 5.942314e-09 5.646618e-09
1.300000e+01 7.527966e-08 5.657271e-08 3.337218e-08 8.370810e-07 1.928160e-08 1.222076e-08 9.623352e-09 1.600527e-07 1.613830e-07 8.641727e-08 2.769775e-07 6.377019e-09 5.938777e-09 5.642970e-09
1.400000e+01 7.525368e-08 5.658655e-08 3.337068e-08 8.358669e-07 1.925538e-08 1.221002e-08 9.616554e-09 1.598497e-07 1.612169e-07 8.631317e-08 2.768510e-07 6.374409e-09 5.936022e-09 5.640137e-09
1.500000e+01 7.523843e-08 5.660900e-08 3.337397e-08 8.348891e-07 1.923462e-08 1.220211e-08 9.611786e-09 1.596923e-07 1.611012e-07 8.623493e-08 2.767509e-07 6.372494e-09 5.933990e-09 5.638039e-09
1.600000e+01 7.523140e-08 5.663875e-08 3.338122e-08 8.340916e-07 1.921803e-08 1.219640e-08 9.608608e-09 1.595696e-07 1.610250e-07 8.617676e-08 2.766707e-07 6.370970e-09 5.932394e-09 5.636398e-09
1.700000e+01 7.523111e-08 5.667489e-08 3.339182e-08 8.334342e-07 1.920470e-08 1.219244e-08 9.606703e-09 1.594740e-07 1.609807e-07 8.613454e-08 2.766065e-07 6.369892e-09 5.931259e-09 5.635222e-09
1.800000e+01 7.523618e-08 5.671674e-08 3.340531e-08 8.328874e-07 1.919393e-08 1.218990e-08 9.605839e-09 1.593999e-07 1.609625e-07 8.610521e-08 2.765546e-07 6.369041e-09 5.930382e-09 5.634320e-09
1.900000e+01 7.524578e-08 5.676379e-08 3.342138e-08 8.324292e-07 1.918524e-08 1.218852e-08 9.605841e-09 1.593431e-07 1.609663e-07 8.608651e-08 2.765132e-07 6.368498e-09 5.929822e-09 5.633737e-09
2.000000e+01 7.525915e-08 5.681564e-08 3.343975e-08 8.320428e-07 1.917822e-08 1.218813e-08 9.606576e-09 1.593002e-07 1.609889e-07 8.607671e-08 2.764798e-07 6.368093e-09 5.929425e-09 5.633327e-09
2.100000e+01 7.527580e-08 5.687203e-08 3.346025e-08 8.317154e-07 1.917258e-08 1.218858e-08 9.607944e-09 1.592691e-07 1.610277e-07 8.607449e-08 2.764536e-07 6.367914e-09 5.929259e-09 5.633150e-09
2.200000e+01 7.529524e-08 5.693270e-08 3.348272e-08 8.314368e-07 1.916809e-08 1.218974e-08 9.609863e-09 1.592475e-07 1.610809e-07 8.607881e-08 2.764330e-07 6.367822e-09 5.929199e-09 5.633087e-09
2.300000e+01 7.531720e-08 5.699751e-08 3.350703e-08 8.311992e-07 1.916457e-08 1.219154e-08 9.612272e-09 1.592342e-07 1.611468e-07 8.608886e-08 2.764175e-07 6.367905e-09 5.929319e-09 5.633202e-09
2.400000e+01 7.534137e-08 5.706629e-08 3.353309e-08 8.309962e-07 1.916188e-08 1.219390e-08 9.615119e-09 1.592277e-07 1.612244e-07 8.610397e-08 2.764062e-07 6.368043e-09 5.929510e-09 5.633397e-09
2.500000e+01 7.536755e-08 5.713896e-08 3.356083e-08 8.308226e-07 1.915988e-08 1.219675e-08 9.618365e-09 1.592273e-07 1.613127e-07 8.612363e-08 2.763987e-07 6.368323e-09 5.929847e-09 5.633736e-09
2.600000e+01 7.539554e-08 5.721541e-08 3.359019e-08 8.306743e-07 1.915849e-08 1.220007e-08 9.621975e-09 1.592320e-07 1.614108e-07 8.614740e-08 2.763942e-07 6.368638e-09 5.930233e-09 5.634131e-09
2.700000e+01 7.542525e-08 5.729559e-08 3.362112e-08 8.305478e-07 1.915763e-08 1.220379e-08 9.625923e-09 1.592413e-07 1.615181e-07 8.617493e-08 2.763928e-07 6.369073e-09 5.930740e-09 5.634645e-09
2.800000e+01 7.545651e-08 5.737944e-08 3.365356e-08 8.304404e-07 1.915724e-08 1.220791e-08 9.630186e-09 1.592545e-07 1.616340e-07 8.620594e-08 2.763938e-07 6.369530e-09 5.931283e-09 5.635202e-09
2.900000e+01 7.548927e-08 5.746693e-08 3.368750e-08 8.303498e-07 1.915725e-08 1.221237e-08 9.634746e-09 1.592712e-07 1.617582e-07 8.624017e-08 2.763972e-07 6.370090e-09 5.931931e-09 5.635861e-09
3.000000e+01 7.552339e-08 5.755801e-08 3.372291e-08 8.302738e-07 1.915762e-08 1.221718e-08 9.639587e-09 1.592911e-07 1.618903e-07 8.627744e-08 2.764026e-07 6.370666e-09 5.932606e-09 5.636553e-09
3.100000e+01 7.555885e-08 5.765267e-08 3.375976e-08 8.302110e-07 1.915832e-08 1.222229e-08 9.644695e-09 1.593139e-07 1.620299e-07 8.631757e-08 2.764100e-07 6.371331e-09 5.933373e-09 5.637335e-09
3.200000e+01 7.559554e-08 5.775090e-08 3.379803e-08 8.301598e-07 1.915932e-08 1.222771e-08 9.650060e-09 1.593392e-07 1.621768e-07 8.636041e-08 2.764189e-07 6.372007e-09 5.934161e-09 5.638142e-09
3.300000e+01 7.563347e-08 5.785267e-08 3.383771e-08 8.301190e-07 1.916057e-08 1.223341e-08 9.655672e-09 1.593669e-07 1.623308e-07 8.640584e-08 2.764296e-07 6.372764e-09 5.935032e-09 5.639031e-09
3.400000e+01 7.567255e-08 5.795799e-08 3.387879e-08 8.300878e-07 1.916207e-08 1.223939e-08 9.661522e-09 1.593966e-07 1.624916e-07 8.645376e-08 2.764417e-07 6.373527e-09 5.935920e-09 5.639942e-09
3.500000e+01 7.571277e-08 5.806685e-08 3.392126e-08 8.300650e-07 1.916379e-08 1.224563e-08 9.667603e-09 1.594284e-07 1.626593e-07 8.650408e-08 2.764553e-07 6.374364e-09 5.936883e-09 5.640926e-09
3.600000e+01 7.575406e-08 5.817924e-08 3.396510e-08 8.300501e-07 1.916571e-08 1.225212e-08 9.673910e-09 1.594620e-07 1.628335e-07 8.655673e-08 2.764701e-07 6.375205e-09 5.937861e-09 5.641929e-09
3.700000e+01 7.579645e-08 5.829519e-08 3.401032e-08 8.300424e-07 1.916781e-08 1.225886e-08 9.680437e-09 1.594973e-07 1.630143e-07 8.661162e-08 2.764862e-07 6.376116e-09 5.938909e-09 5.643000e-09
3.800000e+01 7.583985e-08 5.841469e-08 3.405690e-08 8.300412e-07 1.917009e-08 1.226584e-08 9.687179e-09 1.595342e-07 1.632014e-07 8.666871e-08 2.765033e-07 6.377028e-09 5.939969e-09 5.644088e-09
3.900000e+01 7.588430e-08 5.853775e-08 3.410485e-08 8.300460e-07 1.917253e-08 1.227306e-08 9.694132e-09 1.595726e-07 1.633949e-07 8.672795e-08 2.765217e-07 6.378005e-09 5.941095e-09 5.645240e-09
4.000000e+01 7.592973e-08 5.866438e-08 3.415416e-08 8.300565e-07 1.917512e-08 1.228050e-08 9.701293e-09 1.596124e-07 1.635946e-07 8.678929e-08 2.765411e-07 6.378984e-09 5.942232e-09 5.646406e-09
4.100000e+01 7.597617e-08 5.879460e-08 3.420483e-08 8.300722e-07 1.917785e-08 1.228816e-08 9.708658e-09 1.596536e-07 1.638005e-07 8.685269e-08 2.765615e-07 6.380023e-09 5.943431e-09 5.647633e-09
4.200000e+01 7.602354e-08 5.892841e-08 3.425685e-08 8.300928e-07 1.918072e-08 1.229605e-08 9.716224e-09 1.596960e-07 1.640126e-07 8.691811e-08 2.765829e-07 6.381064e-09 5.944640e-09 5.648874e-09
4.300000e+01 7.607190e-08 5.906585e-08 3.431024e-08 8.301180e-07 1.918371e-08 1.230415e-08 9.723989e-09 1.597396e-07 1.642308e-07 8.698554e-08 2.766053e-07 6.382161e-09 5.945908e-09 5.650172e-09
4.400000e+01 7.612119e-08 5.920691e-08 3.436498e-08 8.301475e-07 1.918682e-08 1.231247e-08 9.731951e-09 1.597843e-07 1.644550e-07 8.705494e-08 2.766285e-07 6.383260e-09 5.947186e-09 5.651484e-09
4.500000e+01 7.617143e-08 5.935163e-08 3.442109e-08 8.301811e-07 1.919005e-08 1.232099e-08 9.740107e-09 1.598302e-07 1.646853e-07 8.712628e-08 2.766527e-07 6.384413e-09 5.948519e-09 5.652850e-09
4.600000e+01 7.622257e-08 5.950003e-08 3.447855e-08 8.302185e-07 1.919338e-08 1.232972e-08 9.748456e-09 1.598772e-07 1.649217e-07 8.719956e-08 2.766776e-07 6.385568e-09 5.949863e-09 5.654230e-09
4.700000e+01 7.627465e-08 5.965212e-08 3.453738e-08 8.302597e-07 1.919682e-08 1.233866e-08 9.756996e-09 1.599252e-07 1.651640e-07 8.727474e-08 2.767035e-07 6.386774e-09 5.951260e-09 5.655662e-09
4.800000e+01 7.632763e-08 5.980792e-08 3.459757e-08 8.303043e-07 1.920036e-08 1.234779e-08 9.765726e-09 1.599742e-07 1.654123e-07 8.735182e-08 2.767301e-07 6.387982e-09 5.952667e-09 5.657107e-09
4.900000e+01 7.638152e-08 5.996747e-08 3.465913e-08 8.303523e-07 1.920399e-08 1.235713e-08 9.774643e-09 1.600241e-07 1.656666e-07 8.743078e-08 2.767577e-07 6.389240e-09 5.954126e-09 5.658602e-09
5.000000e+01 7.643630e-08 6.013078e-08 3.472207e-08 8.304034e-07 1.920771e-08 1.236666e-08 9.783748e-09 1.600750e-07 1.659269e-07 8.751160e-08 2.767859e-07 6.390499e-09 5.955595e-09 5.660111e-09
5.100000e+01 7.649197e-08 6.029788e-08 3.478637e-08 8.304577e-07 1.921152e-08 1.237639e-08 9.793038e-09 1.601269e-07 1.661932e-07 8.759428e-08 2.768149e-07 6.391807e-09 5.957113e-09 5.661668e-09
5.200000e+01 7.654851e-08 6.046880e-08 3.485206e-08 8.305149e-07 1.921542e-08 1.238632e-08 9.802512e-09 1.601796e-07 1.664654e-07 8.767880e-08 2.768447e-07 6.393117e-09 5.958641e-09 5.663238e-09
5.300000e+01 7.660595e-08 6.064357e-08 3.491913e-08 8.305749e-07 1.921940e-08 1.239644e-08 9.812170e-09 1.602332e-07 1.667436e-07 8.776517e-08 2.768753e-07 6.394473e-09 5.960218e-09 5.664856e-09
