8.000000000000000000e+00 2.153634405069937433e-07 3.693407504410635202e-07
9.000000000000000000e+00 2.149075781924891229e-07 3.765268122564160110e-07
1.000000000000000000e+01 2.146180245974293090e-07 3.830388067563781118e-07
1.100000000000000000e+01 2.144170152873106459e-07 3.889481951574916044e-07
1.200000000000000000e+01 2.143022888177088201e-07 3.942841319418681432e-07
1.300000000000000000e+01 2.142325232134161187e-07 3.990838349506395643e-07
1.400000000000000000e+01 2.142222625625690500e-07 4.034403880882823227e-07
1.500000000000000000e+01 2.142254544365814076e-07 4.073705707792819356e-07
1.600000000000000000e+01 2.142682552510763897e-07 4.109162474025294533e-07
1.700000000000000000e+01 2.143264212447099640e-07 4.141317140130207364e-07
1.800000000000000000e+01 2.144156604987272718e-07 4.170326786920009795e-07
1.900000000000000000e+01 2.145109956610477154e-07 4.196569959404611499e-07
2.000000000000000000e+01 2.146310207090052271e-07 4.219918438091994769e-07
2.100000000000000000e+01 2.147621598181102351e-07 4.241021862900660965e-07
2.200000000000000000e+01 2.149022712051032888e-07 4.259858815998014525e-07
2.300000000000000000e+01 2.150680394965872396e-07 4.276910302915444169e-07
2.400000000000000000e+01 2.152305856212533573e-07 4.291887532939862067e-07
2.500000000000000000e+01 2.154205826255017233e-07 4.305254316167948608e-07
2.600000000000000000e+01 2.156084472431858733e-07 4.317028979203598034e-07
2.700000000000000000e+01 2.158069955659807746e-07 4.327496762596239593e-07
2.800000000000000000e+01 2.160193777788766939e-07 4.336689168195775158e-07
2.900000000000000000e+01 2.162455644449425124e-07 4.344605901632895393e-07
3.000000000000000000e+01 2.164744108026425065e-07 4.351292594924921314e-07
3.100000000000000000e+01 2.167239153732150366e-07 4.356929233284235996e-07
3.200000000000000000e+01 2.169654584101910883e-07 4.361386698878830458e-07
3.300000000000000000e+01 2.172293555610447497e-07 4.365282307448802347e-07
3.400000000000000000e+01 2.174966175003687182e-07 4.368269086107400653e-07
3.500000000000000000e+01 2.177751887104953091e-07 4.370426479677948792e-07
3.600000000000000000e+01 2.180659601788965108e-07 4.372077557300525004e-07
3.700000000000000000e+01 2.183691713733591791e-07 4.373067634020318536e-07
3.800000000000000000e+01 2.186693809405861873e-07 4.373242296304357593e-07
3.900000000000000000e+01 2.188521645369812411e-07 4.371771459982038911e-07
4.000000000000000000e+01 2.190309846131012863e-07 4.369632669926252637e-07
4.100000000000000000e+01 2.192343150733698821e-07 4.367110665181232775e-07
4.200000000000000000e+01 2.194351838902869044e-07 4.364092805104659512e-07
4.300000000000000000e+01 2.196508185538819257e-07 4.360751364596827250e-07
4.400000000000000000e+01 2.198707193778787458e-07 4.356981346794975309e-07
4.500000000000000000e+01 2.201078724691968681e-07 4.352912612768297401e-07
4.600000000000000000e+01 2.203482914435768664e-07 4.348405298674199794e-07
4.700000000000000000e+01 2.206025892884159343e-07 4.343879693652013837e-07
4.800000000000000000e+01 2.208668816238853534e-07 4.338982794638091873e-07
4.900000000000000000e+01 2.211397358104970531e-07 4.333857354870234888e-07
5.000000000000000000e+01 2.214239412891934420e-07 4.328688348390544691e-07
5.100000000000000000e+01 2.217212496447552133e-07 4.323336211414148640e-07
5.200000000000000000e+01 2.220291751712713940e-07 4.317933166514618166e-07
5.300000000000000000e+01 2.223484881056138882e-07 4.312329836427992206e-07
5.400000000000000000e+01 2.226794309852784417e-07 4.306528646529227160e-07
5.500000000000000000e+01 2.230206215686864038e-07 4.300829933667896729e-07
5.600000000000000000e+01 2.233725533162005930e-07 4.294924473182268891e-07
5.700000000000000000e+01 2.237375235278033603e-07 4.289149397337527892e-07
5.800000000000000000e+01 2.241125287780953691e-07 4.283160512614319365e-07
5.900000000000000000e+01 2.244975633563106885e-07 4.277114841537664367e-07
6.000000000000000000e+01 2.248945771899479364e-07 4.271188963015229186e-07
6.100000000000000000e+01 2.253013692867707885e-07 4.265203787491970205e-07
6.200000000000000000e+01 2.257200731990827187e-07 4.259180650490922960e-07
6.300000000000000000e+01 2.261472173382104220e-07 4.253084836125354137e-07
6.400000000000000000e+01 2.265855792798528794e-07 4.247101199784932060e-07
6.500000000000000000e+01 2.270324479083796240e-07 4.241045550680673545e-07
6.600000000000000000e+01 2.274887714856538539e-07 4.235084451063890148e-07
6.700000000000000000e+01 2.279536004844447802e-07 4.229208405662273450e-07
6.800000000000000000e+01 2.285516250382300217e-07 4.224507236177920065e-07
6.900000000000000000e+01 2.291568562586069134e-07 4.219878133359483975e-07
7.000000000000000000e+01 2.297691303864949591e-07 4.215319459616159161e-07
7.100000000000000000e+01 2.303883136367373331e-07 4.210829877096377365e-07
7.200000000000000000e+01 2.310143067009826873e-07 4.206408392716625900e-07
7.300000000000000000e+01 2.316470484475880367e-07 4.202054395160474123e-07
7.400000000000000000e+01 2.322865188387461519e-07 4.197767684049849739e-07
7.500000000000000000e+01 2.329327411834674941e-07 4.193391412842178315e-07
7.600000000000000000e+01 2.335857839066582616e-07 4.189240425051881248e-07
7.700000000000000000e+01 2.342457620285082195e-07 4.185001711615495452e-07
7.800000000000000000e+01 2.349128385112077319e-07 4.180833981787605729e-07
7.900000000000000000e+01 2.355872255462572911e-07 4.176896437115896844e-07
8.000000000000000000e+01 2.362691857372924627e-07 4.172877544371363450e-07
8.100000000000000000e+01 2.369590329983628823e-07 4.169094601959862639e-07
8.200000000000000000e+01 2.376571328573150778e-07 4.165237105894498954e-07
8.300000000000000000e+01 2.383639017502368156e-07 4.161623379801511590e-07
8.400000000000000000e+01 2.390798048353095062e-07 4.158100995630033224e-07
8.500000000000000000e+01 2.398053518572771738e-07 4.154675050827504100e-07
8.600000000000000000e+01 2.405410906644123712e-07 4.151508103509330907e-07
8.700000000000000000e+01 2.412875981175066910e-07 4.148291763018068834e-07
8.800000000000000000e+01 2.420454683258467438e-07 4.145346129711943136e-07
8.900000000000000000e+01 2.428152983817731446e-07 4.142520094881681448e-07
9.000000000000000000e+01 2.435976720208890070e-07 4.139976575515993421e-07
9.100000000000000000e+01 2.443931418835133249e-07 4.137564018385390479e-07
9.200000000000000000e+01 2.452022112682127432e-07 4.135287456475538540e-07
9.300000000000000000e+01 2.460253164259595177e-07 4.133151252296159635e-07
9.400000000000000000e+01 2.468628105242820581e-07 4.131316017155218492e-07
9.500000000000000000e+01 2.477149504022600186e-07 4.129627239810831022e-07
9.600000000000000000e+01 2.485818871352952847e-07 4.128086431017017665e-07
9.700000000000000000e+01 2.494636612381366468e-07 4.126851075553943256e-07
9.800000000000000000e+01 2.503602030690466534e-07 4.125763397371556350e-07
9.900000000000000000e+01 2.512713386779321722e-07 4.124821656968924037e-07
1.000000000000000000e+02 2.521968009925710292e-07 4.124180263256504681e-07
1.010000000000000000e+02 2.531362458881616773e-07 4.123678695353603765e-07
1.020000000000000000e+02 2.540892723644070474e-07 4.123312943257249541e-07
1.030000000000000000e+02 2.550554457862571184e-07 4.123235740249621900e-07
1.040000000000000000e+02 2.560343229487941140e-07 4.123332698538667430e-07
1.050000000000000000e+02 2.570254776158834497e-07 4.123583847799771958e-07
1.060000000000000000e+02 2.580285251605539153e-07 4.124032465653027309e-07
1.070000000000000000e+02 2.590431449990469776e-07 4.124628222371045282e-07
1.080000000000000000e+02 2.600690996498862267e-07 4.125415867028864118e-07
1.090000000000000000e+02 2.611062494488067455e-07 4.126378295020568432e-07
1.100000000000000000e+02 2.621545621918920650e-07 4.127515184306991948e-07
1.110000000000000000e+02 2.632141172441499856e-07 4.128827328538213201e-07
1.120000000000000000e+02 2.642851039220365668e-07 4.130316620878793312e-07
1.130000000000000000e+02 2.653678142221874470e-07 4.132001689258355935e-07
1.140000000000000000e+02 2.664626302148940881e-07 4.133854938453279565e-07
1.150000000000000000e+02 2.675700066436282834e-07 4.135912331824818787e-07
1.160000000000000000e+02 2.686904494683778201e-07 4.138163221009582619e-07
1.170000000000000000e+02 2.698244912598633578e-07 4.140597223751511445e-07
1.180000000000000000e+02 2.709726644934872971e-07 4.143251080731163280e-07
1.190000000000000000e+02 2.721354739047404448e-07 4.146114131340179983e-07
1.200000000000000000e+02 2.733133691484457488e-07 4.149190872126788913e-07
1.210000000000000000e+02 2.745067190468846475e-07 4.152484991313805514e-07
1.220000000000000000e+02 2.757157887087867451e-07 4.156014847951794687e-07
1.230000000000000000e+02 2.769407207437292936e-07 4.159750452209991763e-07
1.240000000000000000e+02 2.781815216768662833e-07 4.163723285266473305e-07
1.250000000000000000e+02 2.794380544821047380e-07 4.167900560933772362e-07
1.260000000000000000e+02 2.807100378977600089e-07 4.172310882521580694e-07
1.270000000000000000e+02 2.819970528735129017e-07 4.176918643600168110e-07
1.280000000000000000e+02 2.832985561345765999e-07 4.181749827348204162e-07
1.290000000000000000e+02 2.846139004586168486e-07 4.186782253579076913e-07
1.300000000000000000e+02 2.859423608690917128e-07 4.192008672527367545e-07
1.310000000000000000e+02 2.872831655845946732e-07 4.197421366379010861e-07
1.320000000000000000e+02 2.886355302571238991e-07 4.203028199617257415e-07
1.330000000000000000e+02 2.899986938096146842e-07 4.208790145544922427e-07
1.340000000000000000e+02 2.913719540649768390e-07 4.214715890354373919e-07
1.350000000000000000e+02 2.927547013568185357e-07 4.220799337381691495e-07
1.360000000000000000e+02 2.941464484270742266e-07 4.227035614046221267e-07
1.370000000000000000e+02 2.955468551381175592e-07 4.233421318971699709e-07
1.380000000000000000e+02 2.969557468369762913e-07 4.239954705628403341e-07
