   1.58489256E-05   2.05920764E+11
   1.99526094E-05   1.37054331E+11
   2.51188703E-05   8.83208684E+10
   3.16227779E-05   5.82008750E+10
   3.98107077E-05   3.78163937E+10
   5.01187023E-05   2.44090470E+10
   6.30956929E-05   1.59138611E+10
   7.94328444E-05   1.02184653E+10
   9.99999975E-05   6.48019149E+09
   1.25892519E-04   4.27088410E+09
   1.58489245E-04   2.68666010E+09
   1.99526097E-04   1.73057715E+09
   2.51188700E-04   1.11882662E+09
   3.16227757E-04   713497984.    
   3.98107077E-04   458693952.    
   5.01186994E-04   294702912.    
   6.30956900E-04   192241840.    
   7.94328400E-04   126599824.    
   1.00000005E-03   84037168.0    
   1.25892519E-03   54782864.0    
   1.58489333E-03   36457440.0    
   1.99526199E-03   24444376.0    
   2.51188572E-03   16421444.0    
   3.16227763E-03   11096788.0    
   3.98107106E-03   7482091.00    
   5.01187285E-03   4981640.00    
   6.30957261E-03   3335213.50    
   7.94328004E-03   2167543.25    
   9.99999978E-03   1408803.50    
   1.25892516E-02   898302.000    
   1.58489328E-02   570947.500    
   1.99526213E-02   357349.312    
   2.51188558E-02   222397.469    
   3.16227749E-02   136717.281    
   3.98107097E-02   82789.8750    
   5.01187295E-02   49640.9531    
   6.30957261E-02   29703.4941    
   7.94328004E-02   17576.8516    
  0.100000016       10366.1875    
  0.125892550       6003.67041    
  0.158489287       3493.43652    
  0.199526206       2051.75073    
  0.251188636       1243.88965    
  0.316227764       741.544312    
  0.398107201       425.215393    
  0.501187146       256.130707    
  0.630957246       156.838196    
  0.794328213       91.6395874    
   1.00000000       52.4550858    
   1.25892532       29.6493416    
   1.58489311       16.4204121    
   1.99526238       8.89479828    
   2.51188636       4.76562691    
   3.16227770       2.50198293    
   3.98107195       1.30734825    
   5.01187229      0.668708622    
   6.30957365      0.346938491    
   7.94328213      0.184807271    
   10.0000000       9.35891345E-02
   12.5892544       4.83186021E-02
   15.8489332       2.66968645E-02
   19.9526215       1.36361867E-02
   25.1188622       7.17988657E-03
   31.6227760       3.69671173E-03
   39.8107185       2.26943195E-03
   50.1187286       9.35739139E-04
   63.0957260       2.78731488E-04
   79.4328156       1.21555306E-04
   100.000000       4.13806338E-05
