   1.58489256E-05   3.30958848E+10
   1.99526094E-05   2.21842002E+10
   2.51188703E-05   1.41771919E+10
   3.16227779E-05   9.57546803E+09
   3.98107077E-05   6.38040166E+09
   5.01187023E-05   4.19156378E+09
   6.30956929E-05   2.82556006E+09
   7.94328444E-05   1.81812096E+09
   9.99999975E-05   1.22072576E+09
   1.25892519E-04   822840960.    
   1.58489245E-04   560047232.    
   1.99526097E-04   364511200.    
   2.51188700E-04   238007024.    
   3.16227757E-04   156177872.    
   3.98107077E-04   102289056.    
   5.01186994E-04   66829688.0    
   6.30956900E-04   43552956.0    
   7.94328400E-04   28009810.0    
   1.00000005E-03   17876432.0    
   1.25892519E-03   11649576.0    
   1.58489333E-03   7415072.00    
   1.99526199E-03   4729285.00    
   2.51188572E-03   2995089.75    
   3.16227763E-03   1904406.50    
   3.98107106E-03   1193701.00    
   5.01187285E-03   755471.562    
   6.30957261E-03   471056.219    
   7.94328004E-03   290516.531    
   9.99999978E-03   181143.703    
   1.25892516E-02   110277.906    
   1.58489328E-02   68602.4766    
   1.99526213E-02   42733.6289    
   2.51188558E-02   26277.2207    
   3.16227749E-02   16160.8477    
   3.98107097E-02   9969.01660    
   5.01187295E-02   6314.86230    
   6.30957261E-02   3793.48193    
   7.94328004E-02   2358.60083    
  0.100000016       1455.21790    
  0.125892550       903.097961    
  0.158489287       571.360413    
  0.199526206       349.597443    
  0.251188636       213.748886    
  0.316227764       131.729294    
  0.398107201       80.5128708    
  0.501187146       50.2890282    
  0.630957246       29.8023720    
  0.794328213       18.3765392    
   1.00000000       10.7841301    
   1.25892532       6.42822886    
   1.58489311       3.73560095    
   1.99526238       2.17867756    
   2.51188636       1.30912662    
   3.16227770      0.745993078    
   3.98107195      0.420277864    
   5.01187229      0.242535025    
   6.30957365      0.129692033    
   7.94328213       7.14570731E-02
   10.0000000       3.88288014E-02
   12.5892544       2.13927608E-02
   15.8489332       1.23584513E-02
   19.9526215       6.65390631E-03
   25.1188622       2.99276365E-03
   31.6227760       1.84290332E-03
   39.8107185       7.88237783E-04
   50.1187286       5.29793440E-04
   63.0957260       2.35008891E-04
   79.4328156       1.08531509E-04
   100.000000       5.51741759E-05
