   1.58489256E-05   8.95597117E+10
   1.99526094E-05   5.92160604E+10
   2.51188703E-05   3.86162688E+10
   3.16227779E-05   2.58922578E+10
   3.98107077E-05   1.66985298E+10
   5.01187023E-05   1.10217769E+10
   6.30956929E-05   7.16719411E+09
   7.94328444E-05   4.74586880E+09
   9.99999975E-05   3.06664218E+09
   1.25892519E-04   2.00286733E+09
   1.58489245E-04   1.26543693E+09
   1.99526097E-04   854460864.    
   2.51188700E-04   568913280.    
   3.16227757E-04   369714752.    
   3.98107077E-04   239572400.    
   5.01186994E-04   158834896.    
   6.30956900E-04   105917464.    
   7.94328400E-04   68674392.0    
   1.00000005E-03   45260064.0    
   1.25892519E-03   29766268.0    
   1.58489333E-03   19257866.0    
   1.99526199E-03   12525762.0    
   2.51188572E-03   8036236.00    
   3.16227763E-03   5229702.50    
   3.98107106E-03   3293959.75    
   5.01187285E-03   2079404.50    
   6.30957261E-03   1316049.88    
   7.94328004E-03   817197.125    
   9.99999978E-03   504291.938    
   1.25892516E-02   311851.438    
   1.58489328E-02   193949.406    
   1.99526213E-02   116804.562    
   2.51188558E-02   70915.9688    
   3.16227749E-02   43484.8984    
   3.98107097E-02   26295.8906    
   5.01187295E-02   15962.6055    
   6.30957261E-02   9803.70020    
   7.94328004E-02   6002.21191    
  0.100000016       3672.87354    
  0.125892550       2267.46899    
  0.158489287       1441.02063    
  0.199526206       879.558777    
  0.251188636       553.001465    
  0.316227764       343.979218    
  0.398107201       215.128311    
  0.501187146       131.650055    
  0.630957246       79.0831299    
  0.794328213       47.4673042    
   1.00000000       28.0884666    
   1.25892532       16.2971001    
   1.58489311       9.20769405    
   1.99526238       5.14303446    
   2.51188636       2.81992102    
   3.16227770       1.52448225    
   3.98107195      0.812231183    
   5.01187229      0.422114134    
   6.30957365      0.224952549    
   7.94328213      0.118125588    
   10.0000000       5.82776852E-02
   12.5892544       2.97745578E-02
   15.8489332       1.50346663E-02
   19.9526215       7.89827295E-03
   25.1188622       3.98119912E-03
   31.6227760       1.82109384E-03
   39.8107185       8.31547542E-04
   50.1187286       4.67869570E-04
   63.0957260       1.91286308E-04
   79.4328156       7.38014278E-05
   100.000000       3.79322446E-05
