030  044
  -1.4659219E+00   1.3235389E-01  -6.3502356E-02   1.4085368E-02  -1.5675134E-03   8.4864805E-05  -1.7765021E-06
   4.0974901E-03   4.0884119E-01  -1.9434051E-01   3.8345080E-02  -3.5912620E-03   1.5758269E-04  -2.5808051E-06
  -5.5100914E-04  -2.6815233E-01   1.8506204E-01  -4.4569451E-02   4.8809834E-03  -2.4888135E-04   4.7989674E-06
   2.0536152E-04   6.6462465E-02  -5.2376430E-02   1.3700002E-02  -1.5956199E-03   8.5618150E-05  -1.7275421E-06
  -5.0337898E-05  -7.6196678E-03   6.4557749E-03  -1.7737317E-03   2.1445843E-04  -1.1863741E-05   2.4570772E-07
   4.5476945E-06   4.0915256E-04  -3.6359261E-04   1.0330542E-04  -1.2819219E-05   7.2436353E-07  -1.5274425E-08
  -1.3470068E-07  -8.3339201E-06   7.6699125E-06  -2.2337667E-06   2.8260246E-07  -1.6224085E-08   3.4673237E-10
030  070
  -1.5780225E+00   2.3310383E-01  -8.8321388E-02   1.6745936E-02  -1.6774359E-03   8.4485495E-05  -1.6805294E-06
   6.2972140E-03   1.7121641E-01  -2.6301662E-02  -4.4110678E-03   1.4255556E-03  -1.1856092E-04   3.1936029E-06
   2.1561752E-03  -1.5131952E-01   8.3797455E-02  -1.5857033E-02   1.2713899E-03  -4.0416617E-05   2.8248226E-07
  -1.1278137E-03   4.3396648E-02  -2.9830405E-02   6.8801995E-03  -7.0104218E-04   3.2358261E-05  -5.4692032E-07
   1.6231393E-04  -5.4663573E-03   4.1307393E-03  -1.0346770E-03   1.1432651E-04  -5.7617463E-06   1.0802960E-07
  -9.6492868E-06   3.1453490E-04  -2.5094507E-04   6.5923385E-05  -7.6149463E-06   4.0100676E-07  -7.8704634E-09
   2.0612552E-07  -6.7674978E-06   5.5956275E-06  -1.5170725E-06   1.8037289E-07  -9.7633537E-09   1.9689540E-10
030  100
  -1.6633761E+00   2.3665164E-01  -6.4267077E-02   9.0794899E-03  -7.1506173E-04   2.9973768E-05  -5.2233116E-07
   1.7691137E-02   6.9123365E-02   2.9738907E-02  -1.6338872E-02   2.6274179E-03  -1.7605917E-04   4.2432607E-06
  -3.3227263E-03  -7.9953969E-02   3.1563397E-02  -2.3841225E-03  -3.0602067E-04   4.5444889E-05  -1.4831162E-06
  -7.9353013E-05   2.5888970E-02  -1.5639216E-02   2.9632817E-03  -2.1856837E-04   5.0115841E-06   3.4666503E-08
   6.8946960E-05  -3.5088887E-03   2.4473618E-03  -5.5094506E-04   5.2878957E-05  -2.1919375E-06   3.0549959E-08
  -5.8288601E-06   2.1234817E-04  -1.5931844E-04   3.8835518E-05  -4.0977684E-06   1.9303528E-07  -3.2904088E-09
   1.4962755E-07  -4.7436756E-06   3.7204024E-06  -9.5045459E-07   1.0554952E-07  -5.2783635E-09   9.7009123E-11
030  143
  -1.7461032E+00   2.1942353E-01  -3.5737440E-02   1.5890172E-03   1.3296258E-04  -1.4808186E-05   3.8134934E-07
   2.4662381E-02   1.9671677E-02   4.7093496E-02  -1.7981989E-02   2.5842532E-03  -1.6330952E-04   3.7922116E-06
  -7.0574689E-03  -3.3633493E-02   1.6308445E-03   4.4660182E-03  -1.0210352E-03   8.0017497E-05  -2.1083672E-06
   7.3588145E-04   1.2955091E-02  -6.0383123E-03   5.0025660E-04   6.6228480E-05  -1.0192220E-05   3.3931957E-07
  -1.4988496E-05  -1.9312260E-03   1.1934205E-03  -2.1118272E-04   1.1746516E-05   9.4848829E-08  -1.7023165E-08
  -1.7651851E-06   1.2424760E-04  -8.6243512E-05   1.8354604E-05  -1.5479683E-06   4.7814318E-08  -2.0345083E-10
   7.5258647E-08  -2.8984218E-06   2.1431565E-06  -4.9786968E-07   4.8102919E-08  -1.9518953E-09   2.5257902E-11
030  217
  -1.8415302E+00   2.0554008E-01  -1.4939927E-02  -3.0772830E-03   5.9043756E-04  -3.6075136E-05   7.6543557E-07
   2.7786184E-02   2.4779702E-03   4.1241966E-02  -1.3763017E-02   1.8534228E-03  -1.1249848E-04   2.5386532E-06
  -8.7858131E-03  -6.4171627E-03  -1.2429277E-02   6.7897066E-03  -1.1526390E-03   7.9895784E-05  -1.9605038E-06
   1.1973024E-03   3.9483826E-03   4.5774927E-05  -8.9504098E-04   2.0641746E-04  -1.6460022E-05   4.3878546E-07
  -7.2115537E-05  -7.1962166E-04   2.8871346E-04   1.7195865E-05  -1.3708693E-05   1.3836676E-06  -4.1143437E-08
   1.4773776E-06   5.1857209E-05  -2.9180348E-05   3.2219302E-06   2.2245209E-07  -4.6475225E-08   1.6621392E-09
   6.7617005E-09  -1.3024517E-06   8.4084178E-07  -1.4168083E-07   5.1958278E-09   4.0030165E-10  -2.2683718E-11
030  353
  -1.9578884E+00   2.0358250E-01  -5.9386916E-03  -4.3047075E-03   6.2368833E-04  -3.3622127E-05   6.5279772E-07
   2.6216585E-02  -3.7120702E-03   3.1136535E-02  -8.9560477E-03   1.0915892E-03  -6.1468192E-05   1.3050121E-06
  -6.9636106E-03   8.4001338E-03  -1.7958364E-02   6.8263756E-03  -9.9938503E-04   6.3241583E-05  -1.4520937E-06
   8.3531265E-04  -1.6402414E-03   3.5523837E-03  -1.5489432E-03   2.4913863E-04  -1.6827842E-05   4.0512342E-07
  -4.2507934E-05   9.1769718E-05  -3.0155526E-04   1.5201468E-04  -2.6513910E-05   1.8888356E-06  -4.7237869E-08
   4.1811722E-07   8.0501610E-07   1.0703977E-05  -6.6872276E-06   1.2730161E-06  -9.5438516E-08   2.4706361E-09
   1.9891976E-08  -1.3343067E-07  -1.1198004E-07   1.0654040E-07  -2.2614435E-08   1.7897893E-09  -4.7928231E-11
030  545
