   1.58489256E-05   3.97080986E+10
   1.99526094E-05   2.67606876E+10
   2.51188703E-05   1.76312259E+10
   3.16227779E-05   1.13660283E+10
   3.98107077E-05   7.67016755E+09
   5.01187023E-05   5.09221325E+09
   6.30956929E-05   3.34531021E+09
   7.94328444E-05   2.20926874E+09
   9.99999975E-05   1.47797466E+09
   1.25892519E-04   990476992.    
   1.58489245E-04   655999424.    
   1.99526097E-04   433849728.    
   2.51188700E-04   289186016.    
   3.16227757E-04   185664320.    
   3.98107077E-04   124472320.    
   5.01186994E-04   80047008.0    
   6.30956900E-04   52532440.0    
   7.94328400E-04   34282928.0    
   1.00000005E-03   21159296.0    
   1.25892519E-03   13794326.0    
   1.58489333E-03   8977286.00    
   1.99526199E-03   5716137.00    
   2.51188572E-03   3592405.50    
   3.16227763E-03   2270261.00    
   3.98107106E-03   1425147.75    
   5.01187285E-03   900373.500    
   6.30957261E-03   562491.062    
   7.94328004E-03   353594.906    
   9.99999978E-03   214765.469    
   1.25892516E-02   130273.656    
   1.58489328E-02   80830.3906    
   1.99526213E-02   50453.8867    
   2.51188558E-02   30802.0488    
   3.16227749E-02   18920.8418    
   3.98107097E-02   11670.2197    
   5.01187295E-02   7253.35303    
   6.30957261E-02   4458.06592    
   7.94328004E-02   2771.01953    
  0.100000016       1735.22681    
  0.125892550       1052.10767    
  0.158489287       674.057373    
  0.199526206       419.955933    
  0.251188636       257.775421    
  0.316227764       157.704391    
  0.398107201       98.0879822    
  0.501187146       60.4995804    
  0.630957246       37.2679977    
  0.794328213       21.9580765    
   1.00000000       13.1959305    
   1.25892532       7.81807137    
   1.58489311       4.54151058    
   1.99526238       2.67659712    
   2.51188636       1.54744911    
   3.16227770      0.868671417    
   3.98107195      0.478746086    
   5.01187229      0.260768145    
   6.30957365      0.145213544    
   7.94328213       7.82294348E-02
   10.0000000       4.00012508E-02
   12.5892544       2.34745163E-02
   15.8489332       1.33810695E-02
   19.9526215       6.42922893E-03
   25.1188622       3.17123090E-03
   31.6227760       1.55937974E-03
   39.8107185       9.18167061E-04
   50.1187286       4.33467387E-04
   63.0957260       1.85820987E-04
   79.4328156       1.30237822E-04
   100.000000       4.13806338E-05
