    27    0.91527E+03    0.16106E+01    0.47060E-04    0.38179E-02    0.11956E+00    0.16106E+01    0.13415E-01   -0.51725E-08    0.27266E-06    0.83297E-05    0.47060E-04   -0.51725E-08    0.17401E-09    0.15188E-07    0.40565E-06    0.38179E-02    0.27266E-06    0.15188E-07    0.32606E-05    0.69221E-04    0.11956E+00    0.83297E-05    0.40565E-06    0.69221E-04    0.61652E-02
    28    0.92921E+03    0.16592E+01    0.44206E-04    0.37585E-02    0.11861E+00    0.16592E+01    0.15281E-01   -0.11329E-07    0.23712E-06    0.72365E-05    0.44206E-04   -0.11329E-07    0.16256E-09    0.14896E-07    0.40190E-06    0.37585E-02    0.23712E-06    0.14896E-07    0.34154E-05    0.73512E-04    0.11861E+00    0.72365E-05    0.40190E-06    0.73512E-04    0.65067E-02
    29    0.94344E+03    0.17040E+01    0.41596E-04    0.36982E-02    0.11752E+00    0.17040E+01    0.17309E-01   -0.17996E-07    0.22498E-06    0.64375E-05    0.41596E-04   -0.17996E-07    0.15215E-09    0.14608E-07    0.39776E-06    0.36982E-02    0.22498E-06    0.14608E-07    0.35693E-05    0.77801E-04    0.11752E+00    0.64375E-05    0.39776E-06    0.77801E-04    0.68478E-02
    30    0.95792E+03    0.17424E+01    0.39200E-04    0.36374E-02    0.11631E+00    0.17424E+01    0.19503E-01   -0.23609E-07    0.24548E-06    0.65125E-05    0.39200E-04   -0.23609E-07    0.14265E-09    0.14323E-07    0.39325E-06    0.36374E-02    0.24548E-06    0.14323E-07    0.37220E-05    0.82076E-04    0.11631E+00    0.65125E-05    0.39325E-06    0.82076E-04    0.71875E-02
    31    0.97246E+03    0.17731E+01    0.36996E-04    0.35768E-02    0.11499E+00    0.17731E+01    0.21866E-01   -0.27700E-07    0.26818E-06    0.69456E-05    0.36996E-04   -0.27700E-07    0.13396E-09    0.14043E-07    0.38844E-06    0.35768E-02    0.26818E-06    0.14043E-07    0.38736E-05    0.86329E-04    0.11499E+00    0.69456E-05    0.38844E-06    0.86329E-04    0.75252E-02
    32    0.98724E+03    0.17949E+01    0.34966E-04    0.35165E-02    0.11358E+00    0.17949E+01    0.24396E-01   -0.29991E-07    0.26326E-06    0.71071E-05    0.34966E-04   -0.29991E-07    0.12599E-09    0.13769E-07    0.38337E-06    0.35165E-02    0.26326E-06    0.13769E-07    0.40241E-05    0.90553E-04    0.11358E+00    0.71071E-05    0.38337E-06    0.90553E-04    0.78601E-02
    33    0.10023E+04    0.18064E+01    0.33090E-04    0.34568E-02    0.11211E+00    0.18064E+01    0.27098E-01   -0.29846E-07    0.24311E-06    0.70082E-05    0.33090E-04   -0.29846E-07    0.11867E-09    0.13499E-07    0.37807E-06    0.34568E-02    0.24311E-06    0.13499E-07    0.41735E-05    0.94741E-04    0.11211E+00    0.70082E-05    0.37807E-06    0.94741E-04    0.81918E-02
    34    0.10175E+04    0.18073E+01    0.31347E-04    0.33974E-02    0.11058E+00    0.18073E+01    0.29992E-01   -0.26942E-07    0.22655E-06    0.68145E-05    0.31347E-04   -0.26942E-07    0.11192E-09    0.13235E-07    0.37260E-06    0.33974E-02    0.22655E-06    0.13235E-07    0.43217E-05    0.98887E-04    0.11058E+00    0.68145E-05    0.37260E-06    0.98887E-04    0.85196E-02
    35    0.10330E+04    0.17986E+01    0.29729E-04    0.33386E-02    0.10899E+00    0.17986E+01    0.33088E-01   -0.22557E-07    0.21601E-06    0.66675E-05    0.29729E-04   -0.22557E-07    0.10570E-09    0.12977E-07    0.36697E-06    0.33386E-02    0.21601E-06    0.12977E-07    0.44687E-05    0.10298E-03    0.10899E+00    0.66675E-05    0.36697E-06    0.10298E-03    0.88430E-02
    36    0.10486E+04    0.17808E+01    0.28225E-04    0.32804E-02    0.10736E+00    0.17808E+01    0.36401E-01   -0.18148E-07    0.20980E-06    0.66597E-05    0.28225E-04   -0.18148E-07    0.99945E-10    0.12724E-07    0.36121E-06    0.32804E-02    0.20980E-06    0.12724E-07    0.46145E-05    0.10702E-03    0.10736E+00    0.66597E-05    0.36121E-06    0.10702E-03    0.91615E-02
    37    0.10643E+04    0.17542E+01    0.26825E-04    0.32231E-02    0.10569E+00    0.17542E+01    0.39940E-01   -0.14283E-07    0.20633E-06    0.67111E-05    0.26825E-04   -0.14283E-07    0.94611E-10    0.12477E-07    0.35536E-06    0.32231E-02    0.20633E-06    0.12477E-07    0.47590E-05    0.11101E-03    0.10569E+00    0.67111E-05    0.35536E-06    0.11101E-03    0.94749E-02
    38    0.10802E+04    0.17207E+01    0.25518E-04    0.31665E-02    0.10400E+00    0.17207E+01    0.43715E-01   -0.11228E-07    0.20408E-06    0.67206E-05    0.25518E-04   -0.11228E-07    0.89661E-10    0.12235E-07    0.34945E-06    0.31665E-02    0.20408E-06    0.12235E-07    0.49024E-05    0.11493E-03    0.10400E+00    0.67206E-05    0.34945E-06    0.11493E-03    0.97833E-02
    39    0.10964E+04    0.16796E+01    0.24300E-04    0.31108E-02    0.10229E+00    0.16796E+01    0.47720E-01   -0.89132E-08    0.20176E-06    0.66766E-05    0.24300E-04   -0.89132E-08    0.85062E-10    0.12000E-07    0.34351E-06    0.31108E-02    0.20176E-06    0.12000E-07    0.50447E-05    0.11880E-03    0.10229E+00    0.66766E-05    0.34351E-06    0.11880E-03    0.10086E-01
    40    0.11126E+04    0.16292E+01    0.23165E-04    0.30561E-02    0.10058E+00    0.16292E+01    0.51952E-01   -0.71868E-08    0.19818E-06    0.65899E-05    0.23165E-04   -0.71868E-08    0.80779E-10    0.11770E-07    0.33756E-06    0.30561E-02    0.19818E-06    0.11770E-07    0.51858E-05    0.12261E-03    0.10058E+00    0.65899E-05    0.33756E-06    0.12261E-03    0.10384E-01
    41    0.11291E+04    0.15682E+01    0.22108E-04    0.30025E-02    0.98855E-01    0.15682E+01    0.56415E-01   -0.59114E-08    0.19246E-06    0.64726E-05    0.22108E-04   -0.59114E-08    0.76784E-10    0.11546E-07    0.33162E-06    0.30025E-02    0.19246E-06    0.11546E-07    0.53259E-05    0.12635E-03    0.98855E-01    0.64726E-05    0.33162E-06    0.12635E-03    0.10677E-01
    42    0.11456E+04    0.14959E+01    0.21122E-04    0.29499E-02    0.97139E-01    0.14959E+01    0.61125E-01   -0.50109E-08    0.18518E-06    0.63436E-05    0.21122E-04   -0.50109E-08    0.73052E-10    0.11327E-07    0.32572E-06    0.29499E-02    0.18518E-06    0.11327E-07    0.54648E-05    0.13004E-03    0.97139E-01    0.63436E-05    0.32572E-06    0.13004E-03    0.10964E-01
    43    0.11623E+04    0.14124E+01    0.20199E-04    0.28983E-02    0.95432E-01    0.14124E+01    0.66097E-01   -0.44244E-08    0.17724E-06    0.62228E-05    0.20199E-04   -0.44244E-08    0.69565E-10    0.11114E-07    0.31986E-06    0.28983E-02    0.17724E-06    0.11114E-07    0.56026E-05    0.13368E-03    0.95432E-01    0.62228E-05    0.31986E-06    0.13368E-03    0.11247E-01
    44    0.11790E+04    0.13182E+01    0.19333E-04    0.28479E-02    0.93742E-01    0.13182E+01    0.71335E-01   -0.40911E-08    0.16956E-06    0.61305E-05    0.19333E-04   -0.40911E-08    0.66302E-10    0.10907E-07    0.31406E-06    0.28479E-02    0.16956E-06    0.10907E-07    0.57395E-05    0.13726E-03    0.93742E-01    0.61305E-05    0.31406E-06    0.13726E-03    0.11525E-01
    45    0.11960E+04    0.12143E+01    0.18516E-04    0.27985E-02    0.92074E-01    0.12143E+01    0.76851E-01   -0.39504E-08    0.16306E-06    0.60869E-05    0.18516E-04   -0.39504E-08    0.63244E-10    0.10705E-07    0.30835E-06    0.27985E-02    0.16306E-06    0.10705E-07    0.58753E-05    0.14079E-03    0.92074E-01    0.60869E-05    0.30835E-06    0.14079E-03    0.11798E-01
    46    0.12133E+04    0.10993E+01    0.17740E-04    0.27503E-02    0.90432E-01    0.10993E+01    0.82656E-01   -0.39487E-08    0.15840E-06    0.61010E-05    0.17740E-04   -0.39487E-08    0.60372E-10    0.10509E-07    0.30274E-06    0.27503E-02    0.15840E-06    0.10509E-07    0.60102E-05    0.14428E-03    0.90432E-01    0.61010E-05    0.30274E-06    0.14428E-03    0.12068E-01
    47    0.12307E+04    0.97321E+00    0.17005E-04    0.27031E-02    0.88821E-01    0.97321E+00    0.88730E-01   -0.40621E-08    0.15525E-06    0.61381E-05    0.17005E-04   -0.40621E-08    0.57672E-10    0.10317E-07    0.29723E-06    0.27031E-02    0.15525E-06    0.10317E-07    0.61441E-05    0.14772E-03    0.88821E-01    0.61381E-05    0.29723E-06    0.14772E-03    0.12334E-01
    48    0.12481E+04    0.83907E+00    0.16307E-04    0.26570E-02    0.87241E-01    0.83907E+00    0.95059E-01   -0.42741E-08    0.15302E-06    0.61526E-05    0.16307E-04   -0.42741E-08    0.55134E-10    0.10131E-07    0.29184E-06    0.26570E-02    0.15302E-06    0.10131E-07    0.62771E-05    0.15113E-03    0.87241E-01    0.61526E-05    0.29184E-06    0.15113E-03    0.12596E-01
    49    0.12657E+04    0.69929E+00    0.15645E-04    0.26120E-02    0.85696E-01    0.69929E+00    0.10160E+00   -0.45679E-08    0.15114E-06    0.60987E-05    0.15645E-04   -0.45679E-08    0.52744E-10    0.99498E-08    0.28657E-06    0.26120E-02    0.15114E-06    0.99498E-08    0.64092E-05    0.15451E-03    0.85696E-01    0.60987E-05    0.28657E-06    0.15451E-03    0.12856E-01
    50    0.12837E+04    0.54948E+00    0.15018E-04    0.25681E-02    0.84186E-01    0.54948E+00    0.10831E+00   -0.49270E-08    0.14901E-06    0.59306E-05    0.15018E-04   -0.49270E-08    0.50491E-10    0.97734E-08    0.28144E-06    0.25681E-02    0.14901E-06    0.97734E-08    0.65403E-05    0.15786E-03    0.84186E-01    0.59306E-05    0.28144E-06    0.15786E-03    0.13114E-01
    51    0.13018E+04    0.38431E+00    0.14423E-04    0.25252E-02    0.82715E-01    0.38431E+00    0.11515E+00   -0.53239E-08    0.14616E-06    0.56218E-05    0.14423E-04   -0.53239E-08    0.48365E-10    0.96018E-08    0.27644E-06    0.25252E-02    0.14616E-06    0.96018E-08    0.66706E-05    0.16120E-03    0.82715E-01    0.56218E-05    0.27644E-06    0.16120E-03    0.13370E-01
